u00001 connect
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"verify"}}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"},"action":"reject"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"delete"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"verify"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"reject"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"delete"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8157560,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"reject"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6177133,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"reject"},"action":"invite"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"invite"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6462253,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6810012,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3818801,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6885788,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":625864,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":75817,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"reject"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1711703,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4327658,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"verify"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3976911,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8389662,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9089213,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4026302,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5948469,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8920552,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"invite"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"delete"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3526080,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5688382,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6742821,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"invite"}}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"verify"},"action":"accept"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"invite"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9669167,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1881352,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf14e7d6ec0a7c19b7d3","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3532042,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6670432,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2737642,"roomType":"public"}
u00001 close 1000 timeout
u00001 connect
u00001 send {"type":"join","uname":"u00001","pass1":"u00001","pass2":"u00001"}
u00001 recv {"type":"join","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"peers":[{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"},{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}],"rooms":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9145459,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf1ce7d6ec0a7c19b7ec","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf1de7d6ec0a7c19b7f3","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2190488,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1208188,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf20e7d6ec0a7c19b7fc","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6412694,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8293261,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8047501,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9361196,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9686370,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7617663,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9280642,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6500626,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":648217,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf26e7d6ec0a7c19b818","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf27e7d6ec0a7c19b81b","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4716311,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7348158,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7355026,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf2ae7d6ec0a7c19b822","user":{"id":"u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf2ae7d6ec0a7c19b824","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6640963,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf2be7d6ec0a7c19b82c","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4337509,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf2ce7d6ec0a7c19b830","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf2de7d6ec0a7c19b833","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7573215,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9262932,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6403063,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1180533,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5716055,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2883028,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf34e7d6ec0a7c19b84f","user":{"id":"u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf36e7d6ec0a7c19b855","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":474255,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf37e7d6ec0a7c19b859","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf37e7d6ec0a7c19b85f","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4040538,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3522840,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":705450,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7082472,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf39e7d6ec0a7c19b86a","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf3ae7d6ec0a7c19b86e","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2642991,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8504709,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2222776,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5482883,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9968966,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3069629,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2833659,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf40e7d6ec0a7c19b885","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6823019,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"},"action":"cancel"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9601839,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5244395,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf44e7d6ec0a7c19b891","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf44e7d6ec0a7c19b893","user":{"id":"u15068712466809920738075994"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8195917,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6513818,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5687518,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf48e7d6ec0a7c19b8a0","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9015511,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6404118,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf4be7d6ec0a7c19b8a4","user":{"id":"u15068712458829919939838168"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5718831,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1890666,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5117624,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4302614,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3772711,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf51e7d6ec0a7c19b8c1","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 close 1000 timeout
u00001 connect
u00001 send {"type":"join","uname":"u00001","pass1":"u00001","pass2":"u00001"}
u00001 recv {"type":"join","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"peers":[{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"accept"},{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}],"rooms":[]}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9546767,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4216996,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf5ae7d6ec0a7c19b8e0","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"accept"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712456909919748473792u15068712458829919939838168"},"_id":"5a66cf5be7d6ec0a7c19b8e4","user":{"id":"u15068712456909919748473792"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":406058,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6463301,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf5de7d6ec0a7c19b8e8","user":{"id":"u15068712466809920738075994"}}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7054361,"roomType":"public"}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf5ee7d6ec0a7c19b8ed","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8803362,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7512555,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1885487,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8727491,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf5fe7d6ec0a7c19b8f6","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8193866,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4316605,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5181899,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4293566,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6210796,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":9962412,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2822575,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4467689,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"delete"}}
