u00000 connect
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1985263,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cefee7d6ec0a7c19b776","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4446667,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1456136,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4595890,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"},"action":"reject"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"delete"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4054639,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":481203,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6788172,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7707669,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8713010,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"verify"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8939575,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3439838,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4275740,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3364985,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cf0de7d6ec0a7c19b7b5","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"delete"}}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9932527,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8221569,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2856089,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":969361,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf10e7d6ec0a7c19b7c4","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cf12e7d6ec0a7c19b7cc","user":{"id":"u15068712456909919748473792"}}
u00000 close 1000 timeout
u00000 connect
u00000 send {"type":"join","uname":"u00000","pass1":"u00000","pass2":"u00000"}
u00000 recv {"type":"join","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"peers":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"},{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"}],"rooms":[]}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9252698,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7579325,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5092413,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf18e7d6ec0a7c19b7de","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"},"action":"accept"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1997305,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":105666,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf1ae7d6ec0a7c19b7e4","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cf1ce7d6ec0a7c19b7ee","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9675839,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9067815,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6559256,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3862242,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3156936,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4832475,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6094759,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf20e7d6ec0a7c19b7fc","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6371426,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2226998,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf23e7d6ec0a7c19b806","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8487692,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6432584,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8186020,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6317701,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf27e7d6ec0a7c19b81b","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1303449,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf2ae7d6ec0a7c19b824","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf2ae7d6ec0a7c19b828","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8194352,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf2be7d6ec0a7c19b82c","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf2ce7d6ec0a7c19b830","user":{"id":"u15068712458829919939838168"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712456909919748473792u15068712466809920738075994"},"_id":"5a66cf2de7d6ec0a7c19b838","user":{"id":"u15068712456909919748473792"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3740931,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4397244,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2953963,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3480373,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7603900,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf34e7d6ec0a7c19b84f","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7912354,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3777168,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6706231,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf37e7d6ec0a7c19b859","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf37e7d6ec0a7c19b85d","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf37e7d6ec0a7c19b85f","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8550566,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3947534,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6730565,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf3ae7d6ec0a7c19b86e","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":608519,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2348466,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2753625,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1505614,"roomType":"public"}
u00000 close 1000 timeout
u00000 connect
u00000 send {"type":"join","uname":"u00000","pass1":"u00000","pass2":"u00000"}
u00000 recv {"type":"join","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"peers":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"accept"},{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}],"rooms":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8237680,"roomType":"public"}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf44e7d6ec0a7c19b891","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf44e7d6ec0a7c19b893","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":1399527,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9051464,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5169799,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3504905,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf48e7d6ec0a7c19b8a0","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5086277,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":762603,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf4de7d6ec0a7c19b8ad","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8223753,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5035012,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":769629,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"}}
u00000 send {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"invite"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"online","state":"delete"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5060640,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5395035,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}]}
u00000 send {"type":"user","action":"invite","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"invite"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":4713329,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2908950,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf57e7d6ec0a7c19b8d3","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"away","state":"accept"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":396718,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"accept"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7190662,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6055855,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8624289,"roomType":"public"}
u00000 send {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712458829919939838168","text":"u15068712466809920738075994u15068712458829919939838168"},"_id":"5a66cf5de7d6ec0a7c19b8e8","user":{"id":"u15068712466809920738075994"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf5ee7d6ec0a7c19b8ed","user":{"id":"u15068712458829919939838168"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"accept"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00000 recv {"type":"user","user":{"id":"u15068712456909919748473792","uname":"u00002","status":"offline","state":"accept"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712466809920738075994","text":"u15068712458829919939838168u15068712466809920738075994"},"_id":"5a66cf5fe7d6ec0a7c19b8f6","user":{"id":"u15068712458829919939838168"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5763965,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":6713144,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7510333,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2721777,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":7638833,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"accept"},"action":"cancel"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"delete"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":5896141,"roomType":"public"}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8089808,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":3912193,"roomType":"public"}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"}}
u00000 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712466809920738075994u15068712456909919748473792"},"_id":"5a66cf67e7d6ec0a7c19b910","user":{"id":"u15068712466809920738075994"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9508950,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"verify"},"action":"reject"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"online","state":"delete"}}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline"}}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away","state":"verify"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":2362248,"roomType":"public"}
u00000 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"},"action":"update"}
u00000 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online"}}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":9981267,"roomType":"public"}
u00000 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"offline","state":"verify"}}
u00000 send {"type":"find","text":"u"}
u00000 recv {"type":"find","list":[]}
u00000 send {"type":"room","action":"create","creator":"u15068712466809920738075994","roomName":8267770,"roomType":"public"}
